action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,261895,17644423,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '23.33', 'le': '0.43', 'lle': '3.93', 'sei': '13.83'}",CHEMBL3649747,,CHEMBL3649747,6.66,0,http://www.openphacts.org/units/Nanomolar,2523375,=,37,1,=,,IC50,nM,,220.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,220.0
,261896,17644424,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '26.41', 'le': '0.49', 'lle': '4.80', 'sei': '11.94'}",CHEMBL3649748,,CHEMBL3649748,6.80,0,http://www.openphacts.org/units/Nanomolar,2523376,=,37,1,=,,IC50,nM,,160.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,160.0
,261897,17644425,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2cc(CN3CCCC3)ccc2c2c1CCCN2,,,CHEMBL3638589,,2014,"{'bei': '25.49', 'le': '0.47', 'lle': '4.74', 'sei': '15.00'}",CHEMBL3649749,,CHEMBL3649749,7.22,0,http://www.openphacts.org/units/Nanomolar,2523377,=,37,1,=,,IC50,nM,,60.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,60.0
,261898,17644426,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '24.27', 'le': '0.45', 'lle': '4.21', 'sei': '11.57'}",CHEMBL3649750,,CHEMBL3649750,6.58,0,http://www.openphacts.org/units/Nanomolar,2523378,=,37,1,=,,IC50,nM,,260.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,260.0
,261899,17644427,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '22.96', 'le': '0.43', 'lle': '3.84', 'sei': '10.94'}",CHEMBL3649751,,CHEMBL3649751,6.23,0,http://www.openphacts.org/units/Nanomolar,2523379,=,37,1,=,,IC50,nM,,590.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,590.0
,261900,17644428,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '26.37', 'le': '0.49', 'lle': '4.81', 'sei': '14.87'}",CHEMBL3649752,,CHEMBL3649752,7.16,0,http://www.openphacts.org/units/Nanomolar,2523380,=,37,1,=,,IC50,nM,,70.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,70.0
,261901,17644429,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2cc(CN3CCCCC3)ccc2c2c1CCCN2,,,CHEMBL3638589,,2014,"{'bei': '23.15', 'le': '0.43', 'lle': '4.02', 'sei': '14.31'}",CHEMBL3649753,,CHEMBL3649753,6.89,0,http://www.openphacts.org/units/Nanomolar,2523381,=,37,1,=,,IC50,nM,,130.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,130.0
,261902,17644430,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2cc(CN3CCOCC3)ccc2c2c1CCCN2,,,CHEMBL3638589,,2014,"{'bei': '20.74', 'le': '0.39', 'lle': '4.49', 'sei': '10.82'}",CHEMBL3649754,,CHEMBL3649754,6.21,0,http://www.openphacts.org/units/Nanomolar,2523382,=,37,1,=,,IC50,nM,,620.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,620.0
,261903,17644431,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)Cc1ccc2[nH]c(=O)c3c(c2c1)NCCC3,,,CHEMBL3638589,,2014,"{'bei': '25.24', 'le': '0.47', 'lle': '4.54', 'sei': '13.49'}",CHEMBL3649755,,CHEMBL3649755,6.50,0,http://www.openphacts.org/units/Nanomolar,2523383,=,37,1,=,,IC50,nM,,320.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,320.0
,261904,17644432,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '18.09', 'le': '0.33', 'lle': '2.51', 'sei': '12.53'}",CHEMBL3649756,,CHEMBL3649756,6.03,0,http://www.openphacts.org/units/Nanomolar,2523384,=,37,1,=,,IC50,nM,,930.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,930.0
,261905,17644433,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CNCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '29.41', 'le': '0.54', 'lle': '5.54', 'sei': '12.57'}",CHEMBL3649757,,CHEMBL3649757,7.16,0,http://www.openphacts.org/units/Nanomolar,2523385,=,37,1,=,,IC50,nM,,70.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,70.0
,261906,17644434,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCO)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '25.41', 'le': '0.47', 'lle': '5.99', 'sei': '10.68'}",CHEMBL3649758,,CHEMBL3649758,7.30,0,http://www.openphacts.org/units/Nanomolar,2523386,=,37,1,=,,IC50,nM,,50.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,50.0
,261907,17644435,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '19.18', 'le': '0.36', 'lle': '4.15', 'sei': '11.74'}",CHEMBL3649759,,CHEMBL3649759,6.03,0,http://www.openphacts.org/units/Nanomolar,2523387,=,37,1,=,,IC50,nM,,930.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,930.0
,261908,17644436,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc3c4c(c(=O)[nH]c3c2)CCCN4)CC1,,,CHEMBL3638589,,2014,"{'bei': '18.45', 'le': '0.34', 'lle': '4.13', 'sei': '11.22'}",CHEMBL3649760,,CHEMBL3649760,5.76,0,http://www.openphacts.org/units/Nanomolar,2523388,=,37,1,=,,IC50,nM,,1720.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,1720.0
,261909,17644437,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '23.63', 'le': '0.44', 'lle': '4.01', 'sei': '14.01'}",CHEMBL3649761,,CHEMBL3649761,6.75,0,http://www.openphacts.org/units/Nanomolar,2523389,=,37,1,=,,IC50,nM,,180.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,180.0
,261910,17644438,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '18.40', 'le': '0.35', 'lle': '4.05', 'sei': '8.49'}",CHEMBL3649762,,CHEMBL3649762,6.32,0,http://www.openphacts.org/units/Nanomolar,2523390,=,37,1,=,,IC50,nM,,480.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,480.0
,261911,17644439,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCC(=O)O)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '19.14', 'le': '0.36', 'lle': '4.25', 'sei': '7.07'}",CHEMBL3649763,,CHEMBL3649763,6.04,0,http://www.openphacts.org/units/Nanomolar,2523391,=,37,1,=,,IC50,nM,,920.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,920.0
,261912,17644440,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)N(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '23.55', 'le': '0.44', 'lle': '3.99', 'sei': '13.96'}",CHEMBL3649764,,CHEMBL3649764,6.72,0,http://www.openphacts.org/units/Nanomolar,2523392,=,37,1,=,,IC50,nM,,190.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,190.0
,261913,17644441,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,COCCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '22.96', 'le': '0.43', 'lle': '4.96', 'sei': '12.07'}",CHEMBL3649765,,CHEMBL3649765,6.92,0,http://www.openphacts.org/units/Nanomolar,2523393,=,37,1,=,,IC50,nM,,120.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,120.0
,261914,17644442,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,,,CHEMBL3638589,,2014,"{'bei': '18.25', 'le': '0.34', 'lle': '4.00', 'sei': '8.42'}",CHEMBL3649762,,CHEMBL3649762,6.27,0,http://www.openphacts.org/units/Nanomolar,2523390,=,37,1,=,,IC50,nM,,540.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,540.0
,261915,17644443,[],CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol., 27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",B,,,BAO_0000190,BAO_0000357,single protein format,O=c1[nH]c2cc(CNCC(F)(F)F)ccc2c2c1CCCN2,,,CHEMBL3638589,,2014,,CHEMBL3649766,,CHEMBL3649766,,0,http://www.openphacts.org/units/Nanomolar,2523394,>,37,1,>,,IC50,nM,,4000.0,CHEMBL3105,Homo sapiens,Poly [ADP-ribose] polymerase-1,9606,,,IC50,nM,UO_0000065,,4000.0
